# phi1     PHI     phi2
3.368911 2.396256 5.139502
2.618854 1.219016 0.811487
4.406073 1.866744 5.420514
6.007227 2.903936 0.509547
3.918525 0.999367 6.145191
3.671707 2.271676 4.214190
1.701720 3.051788 3.131953
2.403857 1.730873 5.252832
0.467283 1.954846 2.691687
2.197593 2.138576 1.000837
5.100100 0.413698 1.858032
2.762662 2.044280 4.238462
1.920507 0.677098 1.274357
1.870556 2.509443 1.688864
1.852626 0.609518 3.109501
5.699638 1.075773 3.435956
4.866743 0.650929 4.236339
4.282733 0.944364 1.763281
0.303386 0.835070 6.079782
1.752171 0.735980 0.546127
1.598557 1.381891 4.932135
3.177804 0.559726 5.365140
4.618978 2.418097 5.452270
2.575413 1.189502 4.793455
5.732793 1.742371 3.852080
1.920817 0.514845 4.961807
1.340168 2.198428 1.366508
1.209728 1.986834 1.012348
3.970924 1.460379 1.708522
3.364095 2.048437 5.150112
1.198606 2.227432 3.929229
0.539902 1.400645 3.192276
1.935764 2.452117 4.327661
5.378867 1.518638 6.255962
3.397695 1.010682 3.918514
0.691415 1.864793 2.203354
4.112156 2.305233 4.337668
5.573885 2.399461 3.183230
2.950786 0.395866 4.849057
2.036073 0.617742 4.659538
1.428883 2.670848 4.435824
4.084451 1.268239 1.660838
2.440811 1.945055 0.640542
0.824605 1.572473 4.571092
4.226707 1.307289 3.334948
1.456558 2.472934 1.802791
5.795944 0.809958 1.589697
3.848426 2.441086 3.057199
1.362600 0.520947 3.854034
1.374428 2.040524 1.683473
4.822027 2.531886 5.478530
4.007184 2.442678 0.042992
1.522513 1.779340 3.001225
0.655832 1.285547 3.830089
3.483787 1.151237 3.983034
5.292023 2.090528 0.955061
5.568764 1.140169 6.217153
6.052566 1.725168 6.004336
0.361532 0.705859 0.400498
0.595526 1.722827 0.541285
2.582733 2.365755 2.147382
5.844830 2.085189 6.135258
2.411482 1.069787 5.609629
6.267955 1.981432 4.511955
0.498638 0.760026 0.140003
1.505666 1.375121 5.949688
4.069999 0.615898 5.151061
3.398836 1.961344 3.134197
5.682672 1.174370 3.065986
2.553495 1.198613 2.417053
4.820825 2.373897 2.803871
1.148164 2.261288 4.107805
0.130769 0.446068 3.839831
3.937492 0.430466 5.778553
3.848590 1.273801 2.434770
1.113227 0.893052 3.615404
0.577278 1.947032 4.609767
1.059700 1.867791 0.981926
0.266384 2.018469 2.033265
0.996062 1.622426 4.565145
2.171374 0.202218 0.707453
0.733054 1.123368 4.877816
4.679378 1.081518 4.180452
5.527211 0.395071 1.321885
4.626073 0.320760 2.384612
3.371229 1.672164 2.590525
5.385446 1.916745 2.768842
3.821473 1.716155 2.378318
0.488566 1.234346 3.122043
0.552131 2.496739 3.626829
4.003562 0.887280 2.316363
0.665026 1.291763 5.573780
5.828177 1.707419 5.720764
4.172016 2.055423 5.943737
2.823462 1.458446 2.165615
6.172429 2.261914 4.512761
4.378146 2.402723 2.473828
3.870449 1.260403 0.513963
3.996114 0.902530 5.046754
3.740641 1.189205 0.203816
3.091058 1.356888 2.338401
1.060981 0.905896 4.425308
4.517793 2.381097 5.412012
5.175024 0.227226 4.633709
0.891378 1.981772 1.200706
4.039774 1.101919 3.326566
4.985510 1.670119 1.654940
4.146195 0.293083 5.019764
5.171077 1.859222 3.000942
5.931312 2.237536 4.645559
5.234237 1.069362 2.180195
1.629923 2.227043 5.514951
0.027142 0.582648 0.767231
3.291041 1.837652 1.589954
0.077107 2.461310 4.240041
6.232679 2.383258 0.685191
2.061444 0.852833 5.288123
4.785444 1.385510 3.728104
2.838345 1.754795 4.926220
3.492986 1.377743 4.434937
6.112406 2.134335 5.305070
5.705070 1.692847 2.666554
3.410160 1.459832 1.936858
5.193507 1.206992 3.765297
3.627104 2.190868 5.689464
6.153549 1.075554 2.422326
3.990690 0.689045 0.241267
1.137852 0.471932 3.332810
2.924270 1.016088 6.273427
0.429998 2.114129 6.177353
0.775395 2.069204 5.376350
6.000121 2.002165 3.101137
0.988292 1.359653 3.018732
0.595156 1.593493 6.026432
6.178225 2.010934 3.477327
5.664941 2.462502 3.397466
3.106722 1.579030 0.856343
0.680682 0.616538 4.042315
3.737076 2.408342 1.269246
2.457702 1.471355 4.233312
4.973515 0.705028 1.939866
5.927423 1.312263 2.046515
1.538561 0.948427 1.717940
1.721768 1.074401 6.119055
1.670454 2.035938 5.994107
2.644079 1.192640 1.866518
4.336370 2.478370 5.197079
2.573571 1.101516 0.348080
2.311259 1.917491 5.277885
1.568983 1.142358 5.076921
4.916262 0.914325 3.334845
0.334418 0.856474 4.065016
1.386777 2.513960 4.391355
0.283984 0.912570 4.459929
0.458816 2.594246 2.319643
4.171252 1.271919 0.857017
5.935316 2.246163 0.533808
0.571687 1.476092 1.846052
4.960088 2.271126 5.989482
4.875271 2.334480 0.310992
5.726356 0.829437 4.038689
2.304248 2.462394 6.119873
1.728386 1.124324 5.120384
4.755709 0.791284 3.611482
2.871066 1.408811 1.179597
5.414146 0.540650 0.263123
5.292888 1.621739 4.149972
3.588954 2.056911 2.856077
2.165355 0.716582 6.089848
0.951518 2.541046 0.789232
3.227324 2.596006 4.626349
1.141360 2.017976 2.009625
3.905514 1.375086 3.076346
2.411060 0.507779 1.329036
0.716169 0.317875 0.587492
3.251105 1.011141 1.700562
0.377431 2.416799 4.304808
1.258362 1.706450 4.395048
2.185722 2.069310 2.968264
6.191322 1.149822 1.532917
2.104968 0.426711 0.253163
3.950098 1.476382 0.227881
4.584661 0.913132 0.644586
1.869734 1.380214 4.606108
2.753293 0.454182 6.108634
2.289618 1.495877 1.502424
4.504663 2.300125 1.214334
0.745381 1.317178 5.367060
0.733752 1.021479 0.735953
1.172763 2.235678 3.385296
2.901123 1.045564 0.951066
4.283021 0.947819 0.168220
4.027565 0.559825 4.992009
5.651706 1.570783 5.462149
4.506423 2.080390 2.280860
3.413634 2.163970 4.539210
1.033126 3.052889 4.606246
1.031206 2.629760 1.535938
2.495749 1.685205 2.054274
3.608334 1.420827 0.479252
5.158126 0.904642 1.316276
4.292380 0.782665 0.428562
3.753112 1.322330 5.487064
2.015132 2.071778 5.213486
1.933508 2.014441 4.416319
5.449211 1.973006 1.314763
5.692917 0.257233 5.517793
3.775857 2.043437 4.117970
2.514375 1.924238 5.527625
1.040463 2.611314 1.411107
4.069167 1.192972 2.922417
3.269036 2.657791 4.697888
4.188126 2.404928 0.878203
3.951475 2.255308 2.357497
5.503343 0.878811 4.839762
0.534674 2.181927 1.024964
0.721815 1.185991 5.559704
5.546031 2.650753 5.314066
0.562229 1.903134 4.827301
4.837053 1.832721 4.941086
0.016112 0.966657 0.404917
2.937094 1.680867 0.616308
0.829060 2.052624 0.928854
2.460426 2.311531 0.256652
5.110885 0.689936 5.147864
2.890732 2.816667 4.988650
2.236735 1.489086 1.441841
5.768227 2.259592 3.614300
2.294359 1.876480 4.113677
1.998608 1.283173 3.218991
0.372185 1.102145 0.078576
2.941148 2.619379 0.105888
5.727708 0.281055 1.793772
4.104330 1.818421 5.018862
3.984768 1.299970 1.323489
5.919159 2.892719 5.011171
4.905893 0.932124 5.872406
1.274041 1.977725 6.125747
4.406700 2.364124 0.537687
4.314134 0.663657 0.481489
0.370985 1.416520 0.539822
2.898443 1.026332 5.358452
5.678612 1.919127 4.114519
3.546219 1.701019 5.047833
2.376363 2.426370 3.982362
0.717879 2.367189 5.003639
3.819697 2.946238 3.558423
1.570725 2.336308 2.196532
0.706396 1.632958 4.034749
3.546684 2.293474 3.800264
1.895549 1.549511 0.090048
1.236980 1.338480 0.101226
4.747878 0.513757 0.239274
1.030329 2.388876 1.171661
0.787942 2.485711 2.535568
4.909470 1.889272 2.334311
2.991340 1.290501 2.970227
1.945682 2.302623 0.442358
4.302475 1.540065 4.228100
2.275126 0.851036 3.465112
5.159009 2.378977 1.846991
2.237267 1.834341 1.101922
4.597265 0.995987 5.049067
5.280028 0.828629 0.438079
5.861968 0.794220 1.207185
1.025951 0.916149 0.352491
0.651053 2.154358 5.747443
2.239842 2.659793 4.456174
1.875431 1.751531 0.629732
3.703400 1.100146 0.611993
3.363317 0.569108 2.000247
5.765593 1.011405 1.092734
2.971476 1.315667 3.144844
2.072076 1.953659 3.657097
2.849452 2.541101 3.983865
1.497181 1.560047 1.646089
2.099288 2.167935 0.806512
4.670888 1.681582 5.113641
5.843958 1.026885 6.047818
2.227209 0.524506 3.674281
3.742901 2.039501 2.252218
4.588964 0.641199 5.455389
5.677022 0.370243 4.610344
3.529093 2.823810 2.529492
5.527287 2.064758 2.377353
3.036850 1.272455 1.872525
3.224668 2.079077 0.430770
2.194289 2.145958 5.649102
0.603313 1.860129 2.215834
0.297279 2.113319 1.171539
1.701416 1.622836 4.767143
2.015974 0.414021 5.532307
2.977705 2.010804 1.892571
4.751700 1.149059 3.170193
3.776797 1.596313 3.189929
4.263183 1.797356 2.517646
0.733779 0.678903 6.221665
2.705246 2.120688 0.241597
2.238764 2.225890 4.882813
5.144186 1.843410 4.525160
1.951024 2.544014 0.176926
4.746970 1.945660 0.371490
6.132214 0.473372 1.148002
2.121689 0.995828 3.141100
3.178514 1.196531 1.754858
5.006373 1.575893 5.713041
6.214226 0.452272 2.067461
4.933205 0.830510 4.205299
2.386136 1.615027 0.375148
4.959516 0.199248 5.025057
4.281723 2.216963 0.105294
1.003518 1.338341 3.807366
0.201795 2.446069 3.571931
5.284341 2.144734 3.708247
4.813954 1.095600 0.627583
1.560447 0.509202 2.738183
5.921770 0.575495 0.845500
0.265615 1.842675 2.034410
2.692093 1.719613 4.957519
0.819966 0.999421 4.304101
2.162498 0.426702 4.160341
5.775011 2.601469 5.571028
1.286586 1.751097 4.036837
3.744501 1.636005 2.559310
0.051057 0.437953 5.700262
2.866634 1.478013 5.727527
1.045534 1.084280 3.761863
4.515717 2.284082 5.978321
0.294849 0.612889 2.326020
0.765876 1.859682 5.364596
5.588837 0.843740 3.558971
4.519004 2.721861 0.329734
2.504314 2.707052 2.664332
4.148902 2.343919 3.422883
2.054653 2.474232 2.625714
4.763604 1.685988 0.823416
0.993317 1.412771 5.477467
5.999779 2.573679 3.463822
0.355506 2.245813 2.299117
3.050273 0.684396 1.280957
3.146867 2.329569 2.341289
3.837428 1.623464 0.721598
5.597391 1.740019 0.343329
0.554381 2.267660 2.896516
1.578299 2.175759 4.573945
0.004531 2.673352 2.103804
3.940121 1.714725 3.051208
4.379627 0.338919 3.967915
1.923167 1.903623 3.309204
0.465797 1.164830 1.996737
3.203130 2.749104 4.557364
6.123264 0.571244 0.641434
5.953151 0.964595 4.085095
0.008008 2.241886 2.403932
4.155344 1.112411 4.812133
4.540067 1.000283 2.822578
3.374800 1.678000 3.414724
0.943893 1.174599 5.238799
6.072837 1.329483 3.609073
0.667019 0.851489 1.309596
3.640469 2.024340 0.582883
6.092515 1.097504 5.092189
4.194444 1.523867 4.170852
4.147542 1.540593 0.490680
3.385176 1.424868 0.749688
0.849357 1.051195 2.667358
6.276830 0.422316 4.382588
0.279210 2.636056 3.059052
4.969728 0.624389 1.792312
3.638201 0.406051 4.334408
5.235848 2.030720 3.286003
1.405773 1.447398 5.408287
2.189691 1.980672 5.656322
1.312513 1.020220 5.957766
3.307977 1.415834 0.361359
0.512515 1.714691 5.453310
5.236256 2.170879 6.002296
0.002533 0.735545 0.822276
3.341185 1.093246 2.134161
3.058900 1.933971 3.190253
1.979485 1.491371 2.456273
4.494247 2.245461 3.876338
3.702420 1.738433 0.840882
1.804107 0.743252 4.419968
4.653979 2.615987 4.548594
5.462413 1.189485 5.862454
0.531891 1.824305 1.041965
4.247652 2.346799 3.110129
6.231548 1.873628 4.554270
1.115140 1.619449 0.725132
2.495508 1.305990 5.433754
2.520132 1.753516 4.573789
3.017592 0.690170 2.055565
1.280426 1.731306 2.705334
2.456834 0.721455 4.336646
3.039267 1.405251 3.387417
2.479177 2.836147 1.815967
4.061540 1.973177 0.522533
1.607304 2.291775 1.556837
5.176686 2.958791 2.584208
2.140858 1.776867 1.993495
1.938089 2.425026 1.875398
1.299350 1.819500 4.085636
2.114874 2.453553 6.085440
1.320431 2.516632 5.475343
1.791613 1.219794 2.176132
0.029579 1.716620 1.589238
5.736981 1.009888 5.659078
2.959255 0.651013 4.665727
5.421305 1.207415 2.496420
1.082664 2.335185 6.134385
0.172109 0.489367 4.260020
6.194933 0.871015 5.318049
1.854304 2.460417 1.405853
4.959820 1.778902 0.008439
1.670579 1.172690 5.900069
3.732969 0.773784 2.238331
5.796488 1.511403 5.243508
0.070426 1.683648 2.073371
5.379716 2.837127 0.683537
1.006551 1.425544 2.500229
5.610840 1.681968 1.874686
6.069768 1.929119 3.889159
5.815103 1.644422 4.606785
0.587236 0.743565 2.014103
6.047451 1.689288 2.879099
2.705101 1.028171 0.452134
1.496819 1.495954 6.080191
3.461977 1.382233 2.125871
2.606966 2.502035 6.075126
0.641643 2.241025 6.102783
2.170991 1.514055 4.521528
2.939085 1.179370 0.513701
4.345485 2.595794 4.244418
2.532822 1.889350 5.562136
4.120326 1.816419 2.532595
4.761083 1.346573 2.700564
5.954573 2.176626 3.290468
3.401933 0.843815 4.343218
1.173731 1.081990 2.178764
6.265790 0.478602 2.232430
1.165779 2.578234 5.556650
0.962072 1.821835 5.220641
0.926257 2.767246 4.849521
2.341243 1.933603 0.174559
2.967822 0.215496 2.010356
3.238744 1.618563 2.239112
5.185442 1.632715 4.565193
6.178962 0.739226 4.705620
3.247325 2.381916 5.698041
5.212282 1.717507 0.292801
5.005519 1.547691 4.316064
2.278686 0.265627 1.261597
5.881783 1.449807 0.613493
5.564341 1.792997 4.445460
6.190403 0.800333 4.488336
6.124320 1.593770 4.535342
3.191830 1.712619 0.735965
0.778829 0.815002 0.044503
3.722203 1.803064 5.428343
4.259378 1.205083 4.965614
3.868828 1.768511 1.155854
1.978509 1.375907 6.072910
1.391726 2.129973 1.295833
3.363534 1.656355 4.994943
4.239820 1.168667 3.048205
5.881876 2.132011 1.646969
4.040564 2.588223 3.204680
4.789193 0.682170 4.272707
3.614301 0.880840 3.053444
1.654485 2.343311 0.454233
2.217761 0.543592 4.467287
0.299541 1.737687 0.572393
5.037539 1.685216 1.998009
2.391986 1.683637 5.040163
2.989652 1.217625 0.572326
3.515546 2.438025 4.315991
0.203045 1.543261 1.206017
0.782176 0.822083 0.579844
0.426166 2.251458 2.250753
5.229393 1.417905 0.376221
2.571940 2.306971 6.134983
3.467827 1.232956 3.377193
0.813321 2.120650 0.060260
0.128450 1.368776 2.645234
3.088639 1.361296 1.769272
1.465515 2.430112 0.704993
2.115863 0.766370 4.642928
6.007331 2.004061 2.962796
3.889631 2.523223 0.737340
0.381148 0.709522 0.913666
3.711724 1.372704 3.375320
4.566723 1.683435 4.203104
2.727399 1.534314 5.145201
2.954022 2.775414 0.492634
6.139583 1.919493 3.912291
6.111137 1.214315 3.294610
5.362104 2.507261 1.582573
4.555991 2.476706 2.704422
2.739400 0.663703 4.016973
3.879439 0.296563 5.534878
4.023970 1.361704 1.419420
4.848330 0.231829 5.820215
3.927489 1.056200 6.231609
0.595434 1.366453 0.374081
1.687620 1.960436 0.558344
2.166365 1.792086 3.525449
2.328074 1.244167 4.507726
2.743116 1.832201 1.696685
5.602943 2.454522 4.419048
1.451976 1.485133 5.475214
6.217870 1.281279 1.467387
5.179230 0.713631 3.688260
5.031319 1.506408 1.193583
5.295625 0.760166 5.918059
5.105437 1.779654 2.821870
1.524533 0.847556 3.658233
3.432280 0.748324 2.890697
1.736478 2.687696 1.108787
4.413156 2.340211 5.083890
0.883622 1.531884 0.054621
2.705349 1.714320 4.760263
1.067497 2.211482 5.826334
4.284615 0.797152 3.622661
1.388036 0.838990 1.618723
3.152899 2.356187 2.391823
3.961570 1.798605 5.064479
3.167415 2.331275 6.190552
1.337980 1.479265 2.208046
4.163164 2.286511 1.936861
0.352850 2.356140 6.235961
1.185943 1.277381 4.633968
3.976905 0.844456 0.289546
0.796021 1.677644 0.694493
3.537928 1.928320 5.565953
2.062747 1.278666 6.012063
6.025485 1.875665 4.580203
0.835260 2.948557 1.606209
3.745138 1.641877 2.480511
5.005230 1.330687 2.550335
2.880849 1.678687 2.124207
3.832577 0.448522 1.860574
5.733665 1.030077 0.954305
1.438296 1.832608 3.729959
3.011524 3.046099 5.406516
4.461815 2.543265 3.269986
3.908524 1.833090 2.101077
3.856981 2.022686 5.960362
2.746203 1.360749 2.362592
2.384137 0.930358 6.249492
3.103782 2.911841 0.235257
3.548919 0.944248 2.630669
6.121271 1.198183 2.383788
2.704057 2.235850 0.859089
1.839074 2.552306 4.305468
5.821841 1.316648 2.920965
5.796952 2.850565 2.815924
5.456752 2.386972 5.480705
5.974921 1.000031 5.177232
3.751199 2.416033 3.832555
3.129852 2.388456 2.581770
2.554584 0.492992 0.768475
4.617296 2.364598 2.273517
3.752081 1.794801 1.237373
1.435701 1.496827 5.700378
6.056375 0.885257 6.172524
0.306553 1.020803 2.199451
2.536882 1.106713 1.416255
4.588543 2.766388 1.130262
2.717992 0.986940 0.905000
5.805622 2.712397 0.643971
1.064894 2.024841 4.758548
1.064735 0.804169 2.835109
2.065196 1.422188 4.205495
3.316793 1.115528 2.549251
3.874766 0.526389 0.684230
3.211838 2.128772 2.893653
0.067434 2.141487 2.613900
5.391917 0.693110 1.235280
4.716461 0.727668 4.539300
0.302820 1.692194 4.391933
1.357660 2.362600 2.179134
0.501840 1.113410 2.885066
2.704327 0.382023 5.273010
4.884944 0.919769 5.893019
2.093698 1.186194 4.486295
3.620232 1.990244 5.691464
3.790887 1.332555 5.884493
4.881971 0.448858 6.238534
4.031258 0.796921 4.817403
6.264606 0.821742 0.410051
5.323438 2.172968 2.895414
3.025033 1.410729 0.205826
1.182169 2.712235 4.744465
5.790253 2.086806 1.338490
0.328500 1.157149 1.980144
5.176221 0.927019 5.791699
2.242763 2.138329 4.152405
3.603362 2.224135 4.588446
5.691872 1.727815 2.718863
3.829031 2.763810 1.925311
5.410626 1.397523 0.242272
5.846447 0.335222 4.883320
1.213163 2.053003 3.343278
5.560989 0.599978 0.374302
3.544097 0.286113 5.165411
3.177309 0.744698 5.355179
0.822906 0.796587 6.066797
3.159717 2.248660 5.271997
3.000443 2.032913 3.221900
5.526168 0.818507 2.786255
5.746432 2.180464 5.246474
1.463646 1.642893 4.058300
0.629561 1.786207 6.049179
1.525813 1.551699 1.628652
3.154628 2.538987 0.931800
5.989616 1.302102 1.912078
1.784405 2.231246 1.336505
5.144232 2.039368 4.049004
5.289723 2.370878 2.644590
4.064264 1.937415 0.834044
0.022273 1.904223 6.097115
0.623647 1.529656 1.866775
5.756438 0.775614 0.366773
0.635105 2.331563 1.330934
5.924141 1.555278 3.142054
2.596806 0.958132 1.964571
5.040537 1.366311 0.453631
5.114571 2.232620 1.019821
3.715773 1.622544 0.619111
4.194025 1.153665 0.700717
3.194796 0.534707 4.783799
4.793903 0.858140 4.641641
5.096606 2.448590 2.113425
5.316152 1.345917 2.643395
4.783438 2.160372 5.980554
4.336462 1.625434 0.599587
1.147176 0.240674 1.669034
2.851744 2.223292 3.761038
5.187577 2.144920 3.379309
5.445632 2.258959 2.902189
2.068851 0.860197 5.878882
3.909559 2.381912 0.066808
1.150725 2.145647 3.570976
5.501709 2.221691 4.473079
5.833347 2.304648 3.905502
3.382482 2.054975 2.680091
4.620533 2.029183 5.248600
3.130413 1.739472 5.551502
0.375599 1.514986 1.606292
3.886318 0.722693 2.685812
0.206845 1.179822 4.531916
5.366375 2.748961 3.880296
4.204823 1.709430 3.480950
6.199232 2.130316 5.255659
5.337315 2.120566 4.179647
4.986488 1.678486 0.597111
2.857109 1.385529 3.811546
4.599798 2.090696 0.180068
4.387533 1.025521 2.677057
0.097768 2.358105 2.446177
3.913555 1.519972 1.903258
2.689773 2.611335 5.668403
0.281004 2.367562 6.060320
5.050493 2.068965 4.625795
2.719622 1.845761 4.658521
5.372784 1.685607 2.926998
2.564403 1.642281 0.047970
0.840541 1.357320 4.026550
5.436355 1.029944 0.245974
2.404736 1.732726 3.848688
5.508471 1.034458 1.255754
1.803231 1.794892 3.636456
4.241282 2.006864 5.741998
5.011255 2.718866 4.100508
1.155881 0.726301 5.694458
4.415684 0.733014 1.748804
3.196470 1.027260 0.349867
2.758200 1.897846 3.913138
3.528898 0.714998 3.362590
1.894930 1.683931 0.556718
2.179590 2.209970 1.415377
0.133009 1.113720 4.435128
2.364519 1.100782 2.901452
2.270813 1.929542 0.881414
0.823472 1.481371 5.205289
5.397159 2.744026 1.935520
1.292675 0.847309 4.017833
2.694408 2.062691 5.134081
1.373239 1.356287 0.325891
3.020084 1.089232 5.588192
3.131481 1.694239 1.605982
2.006893 1.268500 5.078558
1.399049 2.150181 2.438150
5.716543 1.534981 5.970768
5.755222 1.454228 5.670017
1.525978 2.348763 4.250855
1.896218 1.299426 0.730968
1.068169 0.593715 3.459394
3.718888 1.435092 4.008124
4.832750 1.293015 5.947320
5.290689 1.817777 6.193034
4.409291 1.288939 2.922568
6.136896 1.573594 1.105859
0.200625 1.807209 4.239774
4.528523 2.357163 2.035833
3.045829 1.766223 3.010839
5.153347 2.541952 4.840047
5.975687 1.166117 0.828869
5.767065 2.314444 4.674201
3.553729 1.460066 5.269749
2.070439 0.464528 5.985464
2.861794 1.734967 0.540780
0.989783 1.836715 3.204634
2.721101 1.688425 3.483554
0.430575 1.572112 4.216777
1.159334 2.214785 2.121090
4.301044 2.240624 5.946461
6.068954 2.513043 0.571619
2.687855 2.495482 0.854220
1.946243 1.695527 0.470672
5.168057 2.639664 0.074872
3.253585 1.752283 4.197316
3.935162 1.488243 2.262655
5.351783 0.501074 4.881787
3.096632 2.276545 2.087099
3.742844 0.740429 0.282485
0.958877 1.736534 5.327179
4.443834 1.968917 1.868753
3.811172 1.625977 3.944999
0.558524 1.774401 3.359973
2.051616 1.716514 4.322017
0.286925 2.449403 1.890455
5.779046 0.897299 1.699198
5.826128 2.640756 0.040797
1.095737 2.147473 2.075569
0.679139 2.298434 5.977355
5.888710 1.565665 1.022418
3.181384 2.237170 1.005342
3.179802 1.066562 2.611495
0.948128 1.067403 5.389346
0.250995 1.813622 5.258622
1.440499 2.890522 3.881089
0.582941 0.954704 1.553875
3.314039 0.369000 6.169713
3.565359 1.974566 0.399375
2.407320 1.968000 3.824163
5.715588 2.039741 1.457478
3.023862 2.077918 5.718455
3.815361 2.464061 5.005901
0.681356 1.467576 2.357388
2.495777 0.915324 1.244569
6.242594 2.078728 1.369187
0.357005 1.504391 0.744013
5.991258 1.006160 5.659263
0.601951 0.656623 2.824541
3.591660 2.644103 0.602114
1.893000 2.358878 6.203422
4.595300 1.617612 2.873167
4.966361 2.482396 0.193437
0.927265 1.951688 3.392159
2.007994 1.092557 1.669426
0.777446 2.707231 5.698551
4.409172 0.837641 2.853001
0.059498 1.782020 4.998492
2.193571 1.472131 3.727373
2.917716 0.879850 0.919736
0.269074 1.816723 2.690900
4.975145 0.932780 0.168737
4.445568 2.171675 4.807356
3.274433 0.916858 1.295055
4.168140 2.250130 5.006806
1.771349 0.893634 3.073876
0.960400 1.159328 0.934218
2.208098 0.564689 1.958755
1.665305 1.009788 2.703132
2.431382 0.864745 3.846953
4.028677 1.919499 0.629425
4.243278 1.566103 0.858046
2.169333 2.295940 6.220943
0.989159 2.172820 5.628332
5.095414 2.179429 5.620552
5.991898 0.611191 1.163446
4.998052 2.177219 0.339140
0.666939 2.516530 5.985911
5.424414 1.488113 1.856184
5.774994 1.055254 3.773617
5.940322 2.758593 5.003252
5.294475 0.331938 3.282969
0.492716 2.204806 2.550549
3.766410 1.595331 2.737396
2.938975 1.030793 5.513371
0.112063 0.907147 3.874593
3.365885 2.496124 0.003204
0.721407 0.999768 5.377785
0.293252 1.770850 0.486413
2.985355 2.308752 3.528837
1.344027 2.360106 6.278801
3.113892 1.466719 2.466646
0.959433 1.238253 0.548362
1.545788 1.635249 6.035248
2.831701 1.864407 1.079973
1.404212 1.041165 1.118968
0.747257 0.868527 3.878057
5.305593 0.913991 0.355767
5.155089 0.955136 1.972153
6.266522 0.658214 3.697834
5.846441 2.437668 3.342034
2.630495 2.144205 0.680008
5.538779 1.164996 5.692878
5.411008 1.495501 3.939185
5.186892 1.858681 2.261701
2.371575 1.223492 0.644150
4.736116 1.280479 5.047399
2.590087 0.945769 0.821389
5.146318 0.518260 3.148940
3.312443 2.566127 2.780358
5.411072 2.043309 4.638819
4.305535 2.110982 2.177008
4.653034 0.500167 1.849702
2.771028 0.778952 2.632745
3.851340 1.748823 3.296353
5.385179 1.277325 5.503292
5.233466 1.059304 0.501183
2.306853 1.782680 4.298302
1.573274 1.313400 3.434815
1.036746 1.469680 5.221391
2.080206 1.548472 2.390396
5.872083 1.982213 2.517968
1.959702 0.528715 0.125921
2.169913 2.103644 4.943624
1.322251 1.842082 0.469588
1.727374 2.325472 2.032201
2.583951 2.177985 0.299438
2.860749 2.253303 1.475428
2.834554 0.838705 2.576361
2.936988 2.301314 2.251213
1.823995 1.075595 5.679911
2.653498 0.738510 3.887822
1.042219 2.438929 0.716412
1.142651 1.130101 1.667524
2.314090 2.198780 5.729107
2.225471 1.280960 4.933613
5.298839 2.970327 3.974267
3.880258 1.806586 2.432101
0.349895 2.843154 2.143239
2.390685 0.784547 5.122201
0.525713 1.127642 2.718210
1.487916 1.414590 3.243192
1.332168 0.756140 1.311085
1.667322 2.135057 5.602294
3.243814 2.653758 1.890321
3.151258 2.322853 2.743815
0.484409 1.391104 0.912992
0.982974 2.320057 0.289242
5.401915 1.232094 1.870908
4.443672 2.504289 3.465827
1.668713 1.340857 3.127537
2.989169 2.441587 5.371400
5.134473 0.486462 4.177503
3.082361 0.741105 5.522517
2.731721 1.951736 3.927002
5.818083 1.106193 4.071076
3.907225 2.373296 3.761471
4.206243 0.267911 4.751869
2.367013 1.990193 5.998564
6.220592 1.504025 0.113913
3.182527 1.700852 2.510785
2.851658 1.151807 0.469017
4.455123 2.192817 5.086418
1.732217 1.845825 0.489455
0.987183 2.340839 4.776275
0.868443 0.796775 1.209732
2.605227 1.768100 5.235566
4.431713 2.146919 0.960553
1.020058 1.774451 5.957712
1.036532 2.366471 2.396860
4.036526 1.270792 1.824763
4.338228 0.534274 4.229259
3.354307 2.261534 5.763668
2.167804 0.602840 5.031732
6.261026 1.595810 1.604801
1.692845 1.509042 1.071598
4.104670 2.059035 2.246541
1.830317 2.662960 0.595410
5.801016 2.205396 1.285114
3.390852 2.109145 0.198031
6.138259 1.517056 5.696926
4.314013 1.167966 5.175917
2.422506 1.282492 5.318751
3.194468 1.627924 4.652613
5.388631 2.158026 0.735300
2.793472 0.914783 6.086526
5.822869 2.009917 4.780211
3.401017 2.195613 3.492081
0.814158 0.569400 3.691637
3.296796 2.119120 5.579667
4.979955 1.326161 0.163627
3.254243 1.144154 5.420523
4.197160 1.697342 5.288858
0.338664 1.983866 5.426332
2.949049 1.127857 6.220643
0.432654 2.496537 1.154969
4.175216 2.825951 6.063457
3.888346 1.537465 4.088490
4.750051 2.178040 2.938159
4.001755 1.050162 4.945802
0.409605 0.306636 4.333188
2.163135 1.804384 5.148305
1.638687 0.364851 0.591298
2.824578 2.002667 1.036374
2.975295 1.879825 0.595584
6.007563 2.007946 1.025794
4.747507 0.784994 3.772702
3.203908 1.177087 0.885337
5.619902 0.859240 1.113363
5.472003 0.522795 5.072165
